日期,代码,指数名称,strategy_id,strategy_role,composite_score,weekly_anchor_score,exposure,turnover,benchmark_return,gross_return,cost,net_return,benchmark_equity,net_equity
2016-09-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,-0.005761654269569427,-0.0,0.0,-0.0,0.9830508601483501,1.0
2016-09-19,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,0.009662658123186674,0.0,0.0,0.0,0.9925497445276682,1.0
2016-09-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,-0.0007456976539462756,-0.0,0.0,-0.0,0.991809602511749,1.0
2016-09-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,0.002222258664189569,0.0,0.0,0.0,0.9940136599941571,1.0
2016-09-22,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,0.006458677231416576,0.0,0.0,0.0,1.0004336733876784,1.0
2016-09-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,-0.003987479380026193,-0.0,0.0,-0.0,0.9964444647439612,1.0
2016-09-26,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,-0.019130596974114122,-0.0,0.0,-0.0,0.9773818872818576,1.0
2016-09-27,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,0.006650638004153997,0.0,0.0,0.0,0.9838821004059861,1.0
2016-09-28,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.833333333333,-0.833333333333,0.0,0.0,-0.0020103788575139836,-0.0,0.0,-0.0,0.9819041246330434,1.0
2016-09-29,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.75,-0.833333333333,0.0,0.0,0.0036051750402505967,0.0,0.0,0.0,0.9854440608750896,1.0
2016-09-30,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.75,-0.833333333333,0.0,0.0,0.004093151909536408,0.0,0.0,0.0,0.9894776331146018,1.0
2016-10-10,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.75,-0.75,0.0,0.0,0.01686633890953182,0.0,0.0,0.0,1.006166498218114,1.0
2016-10-11,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.583333333333,-0.75,0.0,0.0,0.005539699928769126,0.0,0.0,0.0,1.0117403586966227,1.0
2016-10-12,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.5,-0.75,0.0,0.0,-0.0004719758505586924,-0.0,0.0,-0.0,1.0112628416802822,1.0
2016-10-13,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.75,0.0,0.0,0.0012257957023480426,0.0,0.0,0.0,1.0125024433255583,1.0
2016-10-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.75,0.0,0.0,-0.0006041361572942661,-0.0,0.0,-0.0,1.0118907539901965,1.0
2016-10-17,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,-0.008669198995002625,-0.0,0.0,-0.0,1.0031184716826522,1.0
2016-10-18,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,0.014313963508693073,0.0,0.0,0.0,1.0174770728812137,1.0
2016-10-19,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,-0.001190999418052896,-0.0,0.0,-0.0,1.01626525827953,1.0
2016-10-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,0.0018684460182192275,0.0,0.0,0.0,1.018164095054817,1.0
2016-10-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,-0.25,0.0,0.0,-0.001515832714903742,-0.0,0.0,-0.0,1.0166207286103925,1.0
2016-10-24,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,1.0,0.009723422406057391,0.009723422406057391,0.0005,0.009223422406057391,1.0265057613814252,1.0092234224060574
2016-10-25,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.333333333333,1.0,0.0,0.0025061414029536877,0.0025061414029536877,0.0,0.0025061414029536877,1.0290783299703938,1.01175267900978
2016-10-26,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.333333333333,1.0,0.0,-0.003972650739427874,-0.003972650739427874,0.0,-0.003972650739427874,1.0249901611819077,1.0077333389813936
2016-10-27,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.333333333333,1.0,0.0,-0.0014520056699587336,-0.0014520056699587336,0.0,-0.0014520056699587336,1.0235018696562197,1.0062701044593862
2016-10-28,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.333333333333,1.0,0.0,-0.0061873080049633655,-0.0061873080049633655,0.0,-0.0061873080049633655,1.0171691483450007,1.0000440013869094
2016-10-31,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,-0.0006759777754031804,-0.0006759777754031804,0.0,-0.0006759777754031804,1.0164815646068937,0.9993679938675466
2016-11-01,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.009109232318162519,0.009109232318162519,0.0,0.009109232318162519,1.025740931326027,1.008471469095022
2016-11-02,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,-0.006898188546742512,-0.006898188546742512,0.0,-0.006898188546742512,1.0186651769816288,1.0015148427571943
2016-11-03,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.00745513495484218,0.00745513495484218,0.0,0.00745513495484218,1.026259463349825,1.0089812710692267
2016-11-04,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,-0.0029644414565319632,-0.0029644414565319632,0.0,-0.0029644414565319632,1.0232171772515126,1.0059902051604048
2016-11-07,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.0008193715117637002,0.0008193715117637002,0.0,0.0008193715117637002,1.0240555722568998,1.0068144848756266
2016-11-08,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.005207614757271717,0.005207614757271717,0.0,0.005207614757271717,1.029388459167251,1.0120575868448998
2016-11-09,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.25,1.0,0.0,-0.006232219945310091,-0.006232219945310091,0.0,-0.006232219945310091,1.0229730838805569,1.0057502213663625
2016-11-10,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.25,1.0,0.0,0.012562817799515624,0.012562817799515624,0.0,0.012562817799515624,1.035824508347157,1.0183852781492106
2016-11-11,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.25,1.0,0.0,0.0064719166261915095,0.0064719166261915095,0.0,0.0064719166261915095,1.0425282782045455,1.0249761827627333
2016-11-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.083333333333,1.0,0.0,0.003549346510065332,0.003549346510065332,0.0,0.003549346510065332,1.0462285723104352,1.0286141783999223
2016-11-15,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.083333333333,1.0,0.0,0.0028260748990658335,0.0028260748990658335,0.0,0.0028260748990658335,1.0491852926173273,1.0315211191103215
2016-11-16,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.0,0.083333333333,1.0,0.0,0.0005456460527566431,0.0005456460527566431,0.0,0.0005456460527566431,1.0497577764308543,1.0320839645372992
2016-11-17,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.083333333333,1.0,0.0,-0.0006116818816745972,-0.0006116818816745972,0.0,-0.0006116818816745972,1.0491156586188646,1.031452657475825
2016-11-18,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.083333333333,1.0,0.0,-0.004358043617350371,-0.004358043617350371,0.0,-0.004358043617350371,1.0445435668189582,1.0269575418053134
2016-11-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.166666666667,1.0,0.0,0.004527452970200185,0.004527452970200185,0.0,0.004527452970200185,1.0492726886930561,1.0316070437782294
2016-11-22,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.166666666667,1.0,0.0,0.008249084704191612,0.008249084704191612,0.0,0.008249084704191612,1.05792822797988,1.0401168576637967
2016-11-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.166666666667,1.0,0.0,-0.002396454200890963,-0.002396454200890963,0.0,-0.002396454200890963,1.0553929514336966,1.0376242652508307
2016-11-24,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.166666666667,1.0,0.0,-0.0008861276591787259,-0.0008861276591787259,0.0,-0.0008861276591787259,1.0544577385481289,1.036704797689557
2016-11-25,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.166666666667,1.0,0.0,0.005346373826272011,0.005346373826272011,0.0,0.005346373826272011,1.0600952638024126,1.042247409085495
2016-11-28,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.166666666667,0.0,1.0,0.0019789151674320937,0.0,0.0005,-0.0005,1.0621931023988742,1.0417262853809524
2016-11-29,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.166666666667,0.0,0.0,-0.0023556005376441647,-0.0,0.0,-0.0,1.0596909997557815,1.0417262853809524
2016-11-30,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.166666666667,0.0,0.0,-0.00512723252878422,-0.0,0.0,-0.0,1.0542577175913739,1.0417262853809524
2016-12-01,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.083333333333,-0.166666666667,0.0,0.0,0.006152341220388102,0.0,0.0,0.0,1.0607438708042236,1.0417262853809524
2016-12-02,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.083333333333,-0.166666666667,0.0,0.0,-0.01368236895600572,-0.0,0.0,-0.0,1.0462303817960585,1.0417262853809524
2016-12-05,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.083333333333,-0.083333333333,0.0,0.0,-0.010584497851279129,-0.0,0.0,-0.0,1.0351565585679952,1.0417262853809524
2016-12-06,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.083333333333,-0.083333333333,0.0,0.0,2.8129232444884522e-05,0.0,0.0,0.0,1.0351856767274479,1.0417262853809524
2016-12-07,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.083333333333,0.0,0.0,0.008289712818259298,0.0,0.0,0.0,1.0437670687010938,1.0417262853809524
2016-12-08,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.083333333333,0.0,0.0,-0.003609735885226728,-0.0,0.0,-0.0,1.0399993452573855,1.0417262853809524
2016-12-09,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.083333333333,0.0,0.0,0.0012587412279738697,0.0,0.0,0.0,1.0413084353103268,1.0417262853809524
2016-12-12,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.166666666667,0.0,0.0,-0.03761411670618442,-0.0,0.0,-0.0,1.0021405382974298,1.0417262853809524
2016-12-13,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.166666666667,0.0,0.0,0.002273982009252551,0.0,0.0,0.0,1.0044193878522607,1.0417262853809524
2016-12-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.166666666667,0.0,0.0,-0.0063657989077630095,-0.0,0.0,-0.0,0.9980254560101348,1.0417262853809524
2016-12-15,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.166666666667,0.0,0.0,0.00016102940113027486,0.0,0.0,0.0,0.9981861674516289,1.0417262853809524
2016-12-16,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.5,-0.166666666667,0.0,0.0,0.00585065416022279,0.0,0.0,0.0,1.0040262095049066,1.0417262853809524
2016-12-19,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.5,-0.5,0.0,0.0,-0.002407965009072699,-0.0,0.0,-0.0,1.0016085495242268,1.0417262853809524
2016-12-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.5,-0.5,0.0,0.0,-0.0034473692784402488,-0.0,0.0,-0.0,0.9981556349815739,1.0417262853809524
2016-12-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.5,0.0,0.0,0.008152000931002545,0.0,0.0,0.0,1.006292600647229,1.0417262853809524
2016-12-22,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.5,0.0,0.0,-0.0007139976822202465,-0.0,0.0,-0.0,1.0055741100627316,1.0417262853809524
2016-12-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.5,0.0,0.0,-0.009965962372976978,-0.0,0.0,-0.0,0.9955525963186066,1.0417262853809524
2016-12-26,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,0.004094627994896793,0.0,0.0,0.0,0.9996290138498849,1.0417262853809524
2016-12-27,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,4.042684338245728e-05,0.0,0.0,0.0,0.9996694256954683,1.0417262853809524
2016-12-28,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,-0.0037011224268407306,-0.0,0.0,-0.0,0.9959695267645998,1.0417262853809524
2016-12-29,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,-0.0023638554399528777,-0.0,0.0,-0.0,0.99361519878073,1.0417262853809524
2016-12-30,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.25,0.0,0.0,0.0020260615514029467,0.0,0.0,0.0,0.9956283243318692,1.0417262853809524
2017-01-03,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.416666666667,0.0,0.0,0.009340382903850086,0.0,0.0,0.0,1.0049278741110474,1.0417262853809524
2017-01-04,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.416666666667,0.0,0.0,0.009997000221082075,0.0,0.0,0.0,1.0149741382907072,1.0417262853809524
2017-01-05,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.416666666667,0.0,0.0,0.0002778693193705717,0.0,0.0,0.0,1.0152561684636927,1.0417262853809524
2017-01-06,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.416666666667,0.0,0.0,-0.0062303079489643975,-0.0,0.0,-0.0,1.0089308098870782,1.0417262853809524
2017-01-09,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.416666666667,-0.416666666667,0.0,0.0,0.005048778735565751,0.0,0.0,0.0,1.0140246783056932,1.0417262853809524
2017-01-10,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.416666666667,0.0,0.0,-0.0028012111678100693,-0.0,0.0,-0.0,1.0111841810523883,1.0417262853809524
2017-01-11,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.333333333333,-0.416666666667,0.0,0.0,-0.008979096644581963,-0.0,0.0,-0.0,1.0021046605652464,1.0417262853809524
2017-01-12,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.416666666667,0.0,0.0,-0.00743018733009182,-0.0,0.0,-0.0,0.9946588352128886,1.0417262853809524
2017-01-13,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.166666666667,-0.416666666667,0.0,0.0,-0.008622872445544605,-0.0,0.0,-0.0,0.9860820189500139,1.0417262853809524
2017-01-16,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,-0.02019559431054352,-0.0,0.0,-0.0,0.9661675065383777,1.0417262853809524
2017-01-17,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.25,-0.25,0.0,0.0,0.006517341492467077,0.0,0.0,0.0,0.9724643501174137,1.0417262853809524
2017-01-18,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,-0.25,0.0,0.0,-0.00012327816663892932,-0.0,0.0,-0.0,0.9723444664952096,1.0417262853809524
2017-01-19,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,-0.25,0.0,0.0,-0.0038955056637623997,-0.0,0.0,-0.0,0.9685566931188494,1.0417262853809524
2017-01-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,-0.25,1.0,1.0,0.01170108277179649,0.01170108277179649,0.0005,0.011201082771796489,0.9798898551542106,1.0533947477290606
2017-01-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.0063060848914802126,0.0063060848914802126,0.0,0.0063060848914802126,0.9860691237651132,1.0600375444324794
2017-01-24,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.25,1.0,0.0,-0.0017121222482113785,-0.0017121222482113785,0.0,-0.0017121222482113785,0.9843808528800407,1.0582226305687172
2017-01-25,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.00279319268860867,0.00279319268860867,0.0,0.00279319268860867,0.9871304182811116,1.0611784502833421
2017-01-26,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.005122816866402591,0.005122816866402591,0.0,0.005122816866402591,0.9921873066372211,1.0666146731467165
2017-02-03,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,-0.004657711560259181,-0.004657711560259181,0.0,-0.004657711560259181,0.9875659843491545,1.061646689653259
2017-02-06,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.25,1.0,0.0,0.006799820606213425,0.006799820606213425,0.0,0.006799820606213425,0.9942812558795274,1.0688656966900816
2017-02-07,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.416666666667,0.25,1.0,0.0,-0.0004635079527760544,-0.0004635079527760544,0.0,-0.0004635079527760544,0.993820398610131,1.0683702689392163
2017-02-08,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.416666666667,0.25,1.0,0.0,0.00594495761209024,0.00594495761209024,0.0,0.00594495761209024,0.999728618753899,1.0747216849020773
2017-02-09,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.416666666667,0.25,1.0,0.0,0.005943547780079994,0.005943547780079994,0.0,0.005943547780079994,1.0056705535665762,1.081109344586581
2017-02-10,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.25,1.0,0.0,0.0014558678765621558,0.0014558678765621558,0.0,0.0014558678765621558,1.0071346770199183,1.0826832969524156
2017-02-13,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.006155628905001542,0.006155628905001542,0.0,0.006155628905001542,1.0133342243490115,1.0893478935500982
2017-02-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,-0.00031308835554955117,-0.00031308835554955117,0.0,-0.00031308835554955117,1.013016961203088,1.0890068314094852
2017-02-15,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.5,0.333333333333,1.0,0.0,-0.006943523809486596,-0.006943523809486596,0.0,-0.006943523809486596,1.0059830538135606,1.0814452865468998
2017-02-16,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.5,0.333333333333,1.0,0.0,0.0062968563663461374,0.0062968563663461374,0.0,0.0062968563663461374,1.0123175846104029,1.0882549921843476
2017-02-17,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,-0.007268750239741606,-0.007268750239741606,0.0,-0.007268750239741606,1.0049593009245714,1.0803447384490077
2017-02-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0116425614628628,0.0116425614628628,0.0,0.0116425614628628,1.0166596013532614,1.0929227184674808
2017-02-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0061911229025699566,0.0061911229025699566,0.0,0.0061911229025699566,1.0229538658953172,1.0996891373405238
2017-02-22,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.003422524137779881,0.003422524137779881,0.0,0.003422524137779881,1.0264549501931792,1.1034528499571261
2017-02-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,-0.002409572151354289,-0.002409572151354289,0.0,-0.002409572151354289,1.023981632930574,1.100794000699537
2017-02-24,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0013739565484109928,0.0013739565484109928,0.0,0.0013739565484109928,1.0253885392005915,1.1023064438252497
2017-02-27,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,-0.00773991949232633,-0.00773991949232633,0.0,-0.00773991949232633,1.0174521144588249,1.0937746806941697
2017-02-28,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0029360335815127314,0.0029360335815127314,0.0,0.0029360335815127314,1.020439388034457,1.0969860398872961
2017-03-01,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.002225988967950343,0.002225988967950343,0.0,0.002225988967950343,1.0227108748546838,1.0994279187100808
2017-03-02,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,-0.006349764804695401,-0.006349764804695401,0.0,-0.006349764804695401,1.0162169013361524,1.092446810006556
2017-03-03,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0005755053196225823,0.0005755053196225823,0.0,0.0005755053196225823,1.0168017395687616,1.0930755189571195
2017-03-06,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.00839080695590444,0.00839080695590444,0.0,0.00839080695590444,1.025333526677911,1.1022473046249137
2017-03-07,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.333333333333,0.333333333333,1.0,0.0,0.0020976917175763443,0.0020976917175763443,0.0,0.0020976917175763443,1.0274843603245765,1.1045594796665463
2017-03-08,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.333333333333,1.0,0.0,-0.0027745767332263416,-0.0027745767332263416,0.0,-0.0027745767332263416,1.024633526124666,1.101494794633799
2017-03-09,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.333333333333,1.0,0.0,-0.006821506046330805,-0.006821506046330805,0.0,-0.006821506046330805,1.0176439823309333,1.0939809412322026
2017-03-10,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.333333333333,1.0,0.0,0.00039711182186552563,0.00039711182186552563,0.0,0.00039711182186552563,1.0180481007867672,1.0944153739968614
2017-03-13,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.0,0.0,0.0,1.0,0.007860081065277136,0.0,0.0005,-0.0005,1.0260500413873026,1.093868166309863
2017-03-14,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.0,0.0,0.0,0.0,-0.0012249138989598451,-0.0,0.0,-0.0,1.024793218430579,1.093868166309863
2017-03-15,000985.CSI,中证全指,two_speed_category_strong0p25,primary,-0.083333333333,0.0,0.0,0.0,0.0002546272763859214,0.0,0.0,0.0,1.0250541587366468,1.093868166309863
2017-03-16,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.0,0.0,0.0,0.00767422822946684,0.0,0.0,0.0,1.032920658298356,1.093868166309863
2017-03-17,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.166666666667,0.0,0.0,0.0,-0.008607612146446897,-0.0,0.0,-0.0,1.0240296778936713,1.093868166309863
2017-03-20,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.083333333333,1.0,1.0,0.0023190877571031,0.0023190877571031,0.0005,0.0018190877571030999,1.0264044925825848,1.095858008499082
2017-03-21,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.083333333333,1.0,0.0,0.003185443318369341,0.003185443318369341,0.0,0.003185443318369341,1.0296740459154263,1.099348802070137
2017-03-22,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.083333333333,0.083333333333,1.0,0.0,-0.004630182398180471,-0.004630182398180471,0.0,-0.004630182398180471,1.0249064672721655,1.094258616597331
2017-03-23,000985.CSI,中证全指,two_speed_category_strong0p25,primary,0.25,0.083333333333,1.0,0.0,0.0017274630853567619,0.0017274630853567619,0.0,0.0017274630853567619,1.0266769553603217,1.0961489079633364
