代码,指数名称,rule_id,factor,category,strategy_label,open_condition,close_condition,close_reason,entry_signal_date,entry_date,exit_signal_date,exit_date,entry_signal_idx,entry_idx,exit_signal_idx,exit_idx,entry_price,exit_price,trade_return,annualized_trade_return,max_drawdown,holding_days,forced_exit
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2024-01-08,2024-01-09,2024-01-09,2024-01-10,1790,1791,1791,1792,4231.0572,4204.0047,-0.006393792076363258,-0.8013892932842882,-0.006393792076363258,1,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2024-01-10,2024-01-11,2024-04-02,2024-04-03,1792,1793,1845,1846,4252.1722,4353.7389,0.023885838866074316,0.11877603335517728,-0.13776598699365938,53,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2024-06-20,2024-06-21,2024-12-17,2024-12-18,1896,1897,2017,2018,4119.172,4875.9903,0.18373068665256054,0.42088775547285207,-0.11041049063339425,121,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2025-01-10,2025-01-13,2025-03-05,2025-03-06,2034,2035,2066,2067,4472.602,4985.9685,0.11478027778908118,1.3529654730781902,-0.02797001626384321,32,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2088,2089,2090,2091,4409.9796,4571.4749,0.03662041883368361,91.91581640475991,0.0,2,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,闭仓_原始季线年线空头共振,2026-03-23,2026-03-24,2026-05-21,2026-05-22,2320,2321,2359,2360,5843.7257,6479.3702,0.1087738426873801,0.9487430861559967,-0.04761926553025975,39,False
000985.CSI,中证全指,forward_valuation,远期估值,赔率/估值,远期估值_价格底背离60日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振,end,2026-07-13,2026-07-14,2026-08-25,2026-08-25,2395,2396,2426,2426,6119.1944,5832.9177,-0.04678339684714061,-0.33133371563076186,-0.08789181464801976,30,True
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2017-01-13,2017-01-16,2017-05-22,2017-05-23,93,94,176,177,4645.3297,4505.6043,-0.03007868311263251,-0.08855574978134018,-0.09389055444751071,83,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2017-05-23,2017-05-24,2017-06-22,2017-06-23,177,178,197,198,4517.7031,4708.6208,0.04225990415350678,0.6846046194060835,-0.012178132614488857,20,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2017-11-27,2017-11-28,2018-01-10,2018-01-11,304,305,335,336,4952.6775,5058.4504,0.021356710587354,0.18741836084935914,-0.022673821694204066,31,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-02-07,2018-02-08,2018-04-13,2018-04-16,355,356,395,396,4629.5397,4643.9193,0.0031060539344762716,0.019729924894318795,-0.06469713450570569,40,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-05-30,2018-05-31,2018-06-11,2018-06-12,426,427,434,435,4533.6729,4515.1243,-0.004091296485019713,-0.12114925374560137,-0.020983512045654074,8,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-06-14,2018-06-15,2018-07-26,2018-07-27,437,438,466,467,4380.6603,4144.3567,-0.053942461596485636,-0.3823651128311012,-0.10143584975077835,29,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-08-03,2018-08-06,2018-09-03,2018-09-04,472,473,493,494,3828.1419,3881.6234,0.013970615875027903,0.18114831769839923,-0.04889935277626245,21,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-09-10,2018-09-11,2018-09-18,2018-09-19,498,499,504,505,3734.4086,3803.2326,0.0184296919196254,1.1532983403855512,-0.01704109664821707,6,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2018-10-11,2018-10-12,2018-10-25,2018-10-26,515,516,525,526,3536.765,3523.3511,-0.003792703218902016,-0.09131595149676874,-0.048511026319249306,10,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2019-05-23,2019-05-24,2020-04-29,2020-04-30,664,665,893,894,4056.5371,4426.3435,0.09116307601377538,0.10076642195263852,-0.14902959089692946,229,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2020-09-28,2020-09-29,2021-01-07,2021-01-08,996,997,1062,1063,5195.9562,5804.6007,0.11713811213420167,0.5264436277667037,-0.047007129370952305,66,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2021-03-09,2021-03-10,2021-05-17,2021-05-18,1100,1101,1145,1146,5321.8715,5622.2737,0.056446721797021926,0.360023958152877,-0.03195218615793438,45,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2022-01-28,2022-02-07,2022-03-30,2022-03-31,1320,1321,1358,1359,5484.4397,5134.6166,-0.06378465606978956,-0.3540839784496659,-0.13341038896735935,38,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2022-04-21,2022-04-22,2022-08-31,2022-09-01,1372,1373,1462,1463,4718.911,4983.7003,0.05611237423210569,0.16516751330035895,-0.07790801733705077,90,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2022-09-01,2022-09-02,2022-09-30,2022-10-10,1463,1464,1483,1484,4994.8094,4537.6906,-0.09151876746287857,-0.701612176469637,-0.10974654258719097,20,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2022-10-28,2022-10-31,2022-11-28,2022-11-29,1498,1499,1519,1520,4500.1287,4855.4369,0.07895511966135538,1.4890897772517624,-0.03304872826741412,21,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2023-04-25,2023-04-26,2023-07-24,2023-07-25,1618,1619,1677,1678,4915.1291,4885.7139,-0.0059846240864762645,-0.025312370790273042,-0.04996737457282119,59,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2023-08-15,2023-08-16,2023-08-31,2023-09-01,1693,1694,1705,1706,4722.8181,4690.2923,-0.006886947435049473,-0.1350868744825081,-0.04322781787035701,12,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2023-10-18,2023-10-19,2023-11-29,2023-11-30,1733,1734,1763,1764,4439.9251,4522.1118,0.018510830284051316,0.16657179460079896,-0.025405451096461196,30,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2024-01-08,2024-01-09,2024-04-16,2024-04-17,1790,1791,1853,1854,4231.0572,4251.5115,0.004834323676834007,0.01947797129183071,-0.13776598699365938,63,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2024-06-20,2024-06-21,2024-11-19,2024-11-20,1896,1897,1997,1998,4119.172,4906.8049,0.1912114619151617,0.5473764269577763,-0.11041049063339425,101,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2025-01-10,2025-01-13,2025-03-03,2025-03-04,2034,2035,2064,2065,4472.602,4882.4483,0.0916348693668696,1.0885753914131118,-0.02797001626384321,30,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2025-04-07,2025-04-08,2025-09-18,2025-09-19,2088,2089,2202,2203,4409.9796,5749.1028,0.3036574590957293,0.7970987157471356,-0.046337324499100885,114,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),闭仓_原始季线年线空头共振(持仓满3日后生效),2026-03-23,2026-03-24,2026-05-21,2026-05-22,2320,2321,2359,2360,5843.7257,6479.3702,0.1087738426873801,0.9487430861559967,-0.04761926553025975,39,False
000985.CSI,中证全指,historical_valuation,历史估值,赔率/估值,历史估值_价格底背离60日_闭仓持仓满3日,开仓_价格新低因子未确认_60日,闭仓_原始季线年线空头共振(持仓满3日后生效),end,2026-07-13,2026-07-14,2026-08-25,2026-08-25,2395,2396,2426,2426,6119.1944,5832.9177,-0.04678339684714061,-0.33133371563076186,-0.08789181464801976,30,True
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2016-09-26,2016-09-27,2016-09-30,2016-10-10,20,21,24,25,4730.5014,4837.6447,0.022649459526637106,3.1000388249473696,-0.0020103788575139836,4,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2016-12-16,2016-12-19,2017-03-15,2017-03-16,74,75,131,132,4815.7301,4966.2786,0.03126182258428467,0.1457893711780276,-0.048351010759773994,57,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2017-05-15,2017-05-16,2018-02-01,2018-02-02,171,172,351,352,4626.3783,4874.8097,0.053698894446223555,0.07597736209845918,-0.060848805570203,180,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2018-03-23,2018-03-26,2018-06-04,2018-06-05,382,383,429,430,4627.5583,4564.6172,-0.013601362947712636,-0.0707959780536691,-0.06171910486018195,47,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2018-07-19,2018-07-20,2019-04-25,2019-04-26,461,462,647,648,4096.519,4460.6782,0.08889479091882646,0.12230256743288748,-0.1981883144444636,186,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2019-06-06,2019-06-10,2019-07-23,2019-07-24,674,675,706,707,4029.5323,4199.8162,0.04225897382681376,0.38534579003988534,-0.05363478968832158,32,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2019-08-23,2019-08-26,2019-10-09,2019-10-10,729,730,756,757,4156.7432,4296.6821,0.03366551486750491,0.3621144207187119,-0.05008721291785301,27,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2020-04-01,2020-04-02,2020-08-31,2020-09-01,874,875,976,977,4269.752,5556.5008,0.30136382628311886,0.9170443398119077,-0.07761103518924806,102,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2020-11-10,2020-11-11,2020-12-10,2020-12-11,1021,1022,1043,1044,5425.8017,5371.694,-0.009972295891314986,-0.10845689338800324,-0.03472348796193703,22,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2020-12-11,2020-12-14,2021-04-27,2021-04-28,1044,1045,1134,1135,5421.8574,5548.4915,0.023356221061808125,0.06678066398187243,-0.110461171007049,90,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2021-07-27,2021-07-28,2021-09-29,2021-09-30,1195,1196,1239,1240,5481.8945,5723.4586,0.044065806082185466,0.28014638338610576,-0.057223069529192205,44,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2021-10-11,2021-10-12,2022-01-26,2022-01-27,1242,1243,1318,1319,5668.4526,5433.2418,-0.04149471056704257,-0.13109702791662203,-0.10094472058868575,76,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2022-04-13,2022-04-14,2022-08-24,2022-08-25,1366,1367,1457,1458,4993.4482,5127.5687,0.026859295346249867,0.0761590094018092,-0.12860415774414147,91,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2022-10-11,2022-10-12,2023-05-23,2023-05-24,1485,1486,1635,1636,4655.917,4833.6205,0.03816723966514002,0.06494970583806392,-0.06905620349032338,150,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2023-07-12,2023-07-13,2023-10-23,2023-10-24,1669,1670,1736,1737,4891.4325,4373.5217,-0.1058812116900314,-0.34357064363317846,-0.12887956822038038,67,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2024-01-03,2024-01-04,2024-05-24,2024-05-27,1787,1788,1878,1879,4344.002,4343.2596,-0.00017090231542249423,-0.0004731964035540326,-0.1559931372038964,91,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2024-07-11,2024-07-12,2024-11-19,2024-11-20,1911,1912,1997,1998,4036.8368,4906.8049,0.2155073744868754,0.7715747159195607,-0.11041049063339425,86,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2024-12-17,2024-12-18,2024-12-23,2024-12-24,2017,2018,2021,2022,4875.9903,4867.7269,-0.0016947121490378247,-0.10134622161863516,-0.016159091045225726,4,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2025-01-23,2025-01-24,2025-03-14,2025-03-17,2043,2044,2073,2074,4674.2252,5042.8386,0.07886085591254788,0.8919500319013753,-0.02797001626384321,30,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2025-06-18,2025-06-19,2025-09-22,2025-09-23,2136,2137,2204,2205,4772.1435,5742.3736,0.2033111745277567,0.9855061000705454,-0.046337324499100885,68,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,闭仓_高位钝化转弱_5日_1sigma,2025-11-20,2025-11-21,2026-02-04,2026-02-05,2241,2242,2293,2294,5575.4763,6176.1306,0.10773147757797852,0.6418610799265023,-0.04224478724408709,52,False
000985.CSI,中证全指,price_diffusion,年价格扩散系数_季线,胜率/量,价格扩散系数_最优规则,开仓_价格下跌因子上升_20日,闭仓_高位钝化转弱_5日_1sigma,end,2026-04-14,2026-04-15,2026-08-25,2026-08-25,2335,2336,2426,2426,6153.959,5832.9177,-0.05216825461463104,-0.1393085262009558,-0.16532376532201565,90,True
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2016-11-01,2016-11-02,2017-04-13,2017-04-14,41,42,150,151,4897.7383,4901.2318,0.0007132884172271758,0.001649842111676847,-0.09040314387622184,109,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2017-08-25,2017-08-28,2017-11-17,2017-11-20,243,244,298,299,4944.0749,5055.0792,0.022451985911459582,0.1070879378914611,-0.025669085321575302,55,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2017-12-19,2017-12-20,2018-02-01,2018-02-02,320,321,351,352,4896.1855,4874.8097,-0.004365806810219919,-0.03494239139280264,-0.05351371231333413,31,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2019-01-04,2019-01-07,2019-03-21,2019-03-22,574,575,623,624,3515.1686,4499.5413,0.2800357001368299,2.559818466921225,-0.04049768027395906,49,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2019-12-24,2019-12-25,2020-03-10,2020-03-11,810,811,858,859,4410.823,4637.0447,0.05128786623267367,0.30028535890938013,-0.12034169298640107,48,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2020-05-19,2020-05-20,2020-09-03,2020-09-04,904,905,979,980,4499.9099,5485.2751,0.21897442879911888,0.9450995797254296,-0.07761103518924806,75,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2020-11-16,2020-11-17,2021-04-27,2021-04-28,1025,1026,1134,1135,5428.0765,5548.4915,0.0221837330406085,0.052035193695912696,-0.110461171007049,109,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2021-06-22,2021-06-23,2021-08-27,2021-08-30,1170,1171,1218,1219,5760.1769,5762.8429,0.00046283300778471315,0.0024322643187708604,-0.07063323357112994,48,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2022-05-25,2022-05-26,2022-08-25,2022-08-26,1393,1394,1458,1459,4792.1577,5109.4449,0.06620967419331802,0.28216433173341926,-0.06672018580531924,65,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2022-12-30,2023-01-03,2023-02-22,2023-02-23,1543,1544,1575,1576,4815.9173,5139.3138,0.06715158916869268,0.6683250054243024,-0.02646272016941198,32,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2023-06-02,2023-06-05,2023-07-26,2023-07-27,1643,1644,1679,1680,4871.8642,4847.0737,-0.005088503903700747,-0.03508036507976475,-0.03921225395271177,36,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2023-10-12,2023-10-13,2023-12-07,2023-12-08,1729,1730,1769,1770,4600.1303,4433.674,-0.03618512719085365,-0.20720695907519604,-0.059346905890904855,40,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2024-06-18,2024-06-19,2024-11-19,2024-11-20,1894,1895,1997,1998,4177.5662,4906.8049,0.1745606568724154,0.4823727083731786,-0.11875996124250532,103,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2025-01-14,2025-01-15,2025-03-17,2025-03-18,2036,2037,2074,2075,4604.1247,5060.9371,0.09921807721671816,0.8726252462971433,-0.02797001626384321,38,False
000985.CSI,中证全指,pb_skew,pb偏度_季线,赔率/估值,pb偏度_上穿负0.5后10日内上穿MA10,开仓_上穿_-0.5sigma后10日内价格上穿MA10,闭仓_20日振幅放大向下_1sigma,闭仓_20日振幅放大向下_1sigma,2025-04-29,2025-04-30,2025-08-29,2025-09-01,2104,2105,2188,2189,4666.796,5769.4505,0.23627655890679589,0.8895000334339276,-0.0237351439122101,84,False
