代码,指数名称,日期,rule_id,factor,position,strategy_return,benchmark_return
000985.CSI,中证全指,2022-10-12,forward_valuation,远期估值,1.0,0.021206691269062272,0.021206691269062272
000985.CSI,中证全指,2022-10-13,forward_valuation,远期估值,1.0,-0.000952594300972498,-0.000952594300972498
000985.CSI,中证全指,2022-10-14,forward_valuation,远期估值,0.0,0.0,0.0237635886267471
000985.CSI,中证全指,2022-10-17,forward_valuation,远期估值,0.0,0.0,0.005986244024250409
000985.CSI,中证全指,2022-10-18,forward_valuation,远期估值,0.0,0.0,0.0010415561403163132
000985.CSI,中证全指,2022-10-19,forward_valuation,远期估值,0.0,-0.0,-0.012263836833003361
000985.CSI,中证全指,2022-10-20,forward_valuation,远期估值,0.0,-0.0,-0.005223359499567537
000985.CSI,中证全指,2022-10-21,forward_valuation,远期估值,0.0,-0.0,-0.0010726531904658998
000985.CSI,中证全指,2022-10-24,forward_valuation,远期估值,0.0,-0.0,-0.019793657690304167
000985.CSI,中证全指,2022-10-25,forward_valuation,远期估值,0.0,-0.0,-0.0021515517628454273
000985.CSI,中证全指,2022-10-26,forward_valuation,远期估值,0.0,0.0,0.013600421789494499
000985.CSI,中证全指,2022-10-27,forward_valuation,远期估值,0.0,-0.0,-0.005509611647404267
000985.CSI,中证全指,2022-10-28,forward_valuation,远期估值,0.0,-0.0,-0.029644903771005815
000985.CSI,中证全指,2022-10-31,forward_valuation,远期估值,0.0,-0.0,-0.0006693991136990096
000985.CSI,中证全指,2022-11-01,forward_valuation,远期估值,1.0,0.029842302065716364,0.029842302065716364
000985.CSI,中证全指,2022-11-02,forward_valuation,远期估值,1.0,0.01243917554438112,0.01243917554438112
000985.CSI,中证全指,2022-11-03,forward_valuation,远期估值,1.0,-0.0019267610021184156,-0.0019267610021184156
000985.CSI,中证全指,2022-11-04,forward_valuation,远期估值,1.0,0.026735143403284756,0.026735143403284756
000985.CSI,中证全指,2022-11-07,forward_valuation,远期估值,1.0,0.0026142039767920178,0.0026142039767920178
000985.CSI,中证全指,2022-11-08,forward_valuation,远期估值,1.0,-0.004301524932988299,-0.004301524932988299
000985.CSI,中证全指,2022-11-09,forward_valuation,远期估值,1.0,-0.005241762132730976,-0.005241762132730976
000985.CSI,中证全指,2022-11-10,forward_valuation,远期估值,1.0,-0.007107220827290317,-0.007107220827290317
000985.CSI,中证全指,2022-11-11,forward_valuation,远期估值,0.0,0.0,0.01608825421120219
000985.CSI,中证全指,2022-11-14,forward_valuation,远期估值,0.0,-0.0,-0.0013273777817265353
000985.CSI,中证全指,2022-11-15,forward_valuation,远期估值,0.0,0.0,0.019640571868446255
000985.CSI,中证全指,2022-11-16,forward_valuation,远期估值,0.0,-0.0,-0.006679257718457787
000985.CSI,中证全指,2022-11-17,forward_valuation,远期估值,0.0,-0.0,-0.0006042189427081235
000985.CSI,中证全指,2022-11-18,forward_valuation,远期估值,0.0,-0.0,-0.005507813595758915
000985.CSI,中证全指,2022-11-21,forward_valuation,远期估值,0.0,-0.0,-0.002431957635143145
000985.CSI,中证全指,2022-11-22,forward_valuation,远期估值,0.0,-0.0,-0.006686091238245484
000985.CSI,中证全指,2022-11-23,forward_valuation,远期估值,0.0,-0.0,-0.001200609778232331
000985.CSI,中证全指,2022-11-24,forward_valuation,远期估值,0.0,-0.0,-0.0008229141082304325
000985.CSI,中证全指,2022-11-25,forward_valuation,远期估值,0.0,-0.0,-0.0023264037217114453
000985.CSI,中证全指,2022-11-28,forward_valuation,远期估值,0.0,-0.0,-0.007254470569319715
000985.CSI,中证全指,2022-11-29,forward_valuation,远期估值,0.0,0.0,0.023658293424442034
000985.CSI,中证全指,2022-11-30,forward_valuation,远期估值,0.0,0.0,0.0004939205367904265
000985.CSI,中证全指,2022-12-01,forward_valuation,远期估值,0.0,0.0,0.009176824466520017
000985.CSI,中证全指,2022-12-02,forward_valuation,远期估值,0.0,-0.0,-0.001753319680469323
000985.CSI,中证全指,2022-12-05,forward_valuation,远期估值,0.0,0.0,0.012878449062410313
000985.CSI,中证全指,2022-12-06,forward_valuation,远期估值,0.0,0.0,0.0013678461813171339
000985.CSI,中证全指,2022-12-07,forward_valuation,远期估值,0.0,-0.0,-0.0011361053710734481
000985.CSI,中证全指,2022-12-08,forward_valuation,远期估值,0.0,-0.0,-0.0020886106369545354
000985.CSI,中证全指,2022-12-09,forward_valuation,远期估值,0.0,0.0,0.005198145794907516
000985.CSI,中证全指,2022-12-12,forward_valuation,远期估值,0.0,-0.0,-0.00738241105624593
000985.CSI,中证全指,2022-12-13,forward_valuation,远期估值,0.0,-0.0,-0.003958305345295399
000985.CSI,中证全指,2022-12-14,forward_valuation,远期估值,0.0,-0.0,-0.0006822121554321825
000985.CSI,中证全指,2022-12-15,forward_valuation,远期估值,0.0,0.0,0.001235312199006966
000985.CSI,中证全指,2022-12-16,forward_valuation,远期估值,0.0,-0.0,-0.0044427753638170975
000985.CSI,中证全指,2022-12-19,forward_valuation,远期估值,0.0,-0.0,-0.01858618401576173
000985.CSI,中证全指,2022-12-20,forward_valuation,远期估值,0.0,-0.0,-0.011851403762886736
000985.CSI,中证全指,2022-12-21,forward_valuation,远期估值,0.0,-0.0,-0.0034060800382388345
000985.CSI,中证全指,2022-12-22,forward_valuation,远期估值,0.0,-0.0,-0.0064257262776100665
000985.CSI,中证全指,2022-12-23,forward_valuation,远期估值,0.0,-0.0,-0.0028766939652913326
000985.CSI,中证全指,2022-12-26,forward_valuation,远期估值,0.0,0.0,0.010586524805939357
000985.CSI,中证全指,2022-12-27,forward_valuation,远期估值,0.0,0.0,0.009002906717846981
000985.CSI,中证全指,2022-12-28,forward_valuation,远期估值,0.0,-0.0,-0.0063992084879685995
000985.CSI,中证全指,2022-12-29,forward_valuation,远期估值,0.0,-0.0,-0.003033166282804811
000985.CSI,中证全指,2022-12-30,forward_valuation,远期估值,0.0,0.0,0.004116294860919911
000985.CSI,中证全指,2023-01-03,forward_valuation,远期估值,0.0,0.0,0.012465501789967082
000985.CSI,中证全指,2023-01-04,forward_valuation,远期估值,0.0,0.0,0.0011529890681469812
000985.CSI,中证全指,2023-01-05,forward_valuation,远期估值,0.0,0.0,0.013702314854183273
000985.CSI,中证全指,2023-01-06,forward_valuation,远期估值,0.0,0.0,0.0015763569011972844
000985.CSI,中证全指,2023-01-09,forward_valuation,远期估值,0.0,0.0,0.006795254442897747
000985.CSI,中证全指,2023-01-10,forward_valuation,远期估值,0.0,0.0,0.0007504508162943235
000985.CSI,中证全指,2023-01-11,forward_valuation,远期估值,0.0,-0.0,-0.004659520488492497
000985.CSI,中证全指,2023-01-12,forward_valuation,远期估值,0.0,0.0,0.0010151101159407983
000985.CSI,中证全指,2023-01-13,forward_valuation,远期估值,0.0,0.0,0.009144898223100162
000985.CSI,中证全指,2023-01-16,forward_valuation,远期估值,0.0,0.0,0.012962881258307357
000985.CSI,中证全指,2023-01-17,forward_valuation,远期估值,0.0,-0.0,-0.00027469283333381167
000985.CSI,中证全指,2023-01-18,forward_valuation,远期估值,0.0,0.0,0.0007757191869861568
000985.CSI,中证全指,2023-01-19,forward_valuation,远期估值,0.0,0.0,0.006645317447763643
000985.CSI,中证全指,2023-01-20,forward_valuation,远期估值,0.0,0.0,0.007399457320949043
000985.CSI,中证全指,2023-01-30,forward_valuation,远期估值,0.0,0.0,0.007072759108868176
000985.CSI,中证全指,2023-01-31,forward_valuation,远期估值,0.0,-0.0,-0.003977397492341717
000985.CSI,中证全指,2023-02-01,forward_valuation,远期估值,0.0,0.0,0.012348903553065504
000985.CSI,中证全指,2023-02-02,forward_valuation,远期估值,0.0,-0.0,-0.0005844987063297058
000985.CSI,中证全指,2023-02-03,forward_valuation,远期估值,0.0,-0.0,-0.005575540437631754
000985.CSI,中证全指,2023-02-06,forward_valuation,远期估值,0.0,-0.0,-0.008448909763345891
000985.CSI,中证全指,2023-02-07,forward_valuation,远期估值,0.0,0.0,0.0033014047288013604
000985.CSI,中证全指,2023-02-08,forward_valuation,远期估值,0.0,-0.0,-0.005398548322896657
000985.CSI,中证全指,2023-02-09,forward_valuation,远期估值,0.0,0.0,0.014025325909878372
000985.CSI,中证全指,2023-02-10,forward_valuation,远期估值,0.0,-0.0,-0.004144208094489454
000985.CSI,中证全指,2023-02-13,forward_valuation,远期估值,0.0,0.0,0.009476343444805524
000985.CSI,中证全指,2023-02-14,forward_valuation,远期估值,0.0,0.0,0.0007786231215447525
000985.CSI,中证全指,2023-02-15,forward_valuation,远期估值,0.0,-0.0,-0.0021793576106740042
000985.CSI,中证全指,2023-02-16,forward_valuation,远期估值,0.0,-0.0,-0.01371327282056034
000985.CSI,中证全指,2023-02-17,forward_valuation,远期估值,0.0,-0.0,-0.010770830798584874
000985.CSI,中证全指,2023-02-20,forward_valuation,远期估值,0.0,0.0,0.019234216087083977
000985.CSI,中证全指,2023-02-21,forward_valuation,远期估值,0.0,0.0,0.003739054391677099
000985.CSI,中证全指,2023-02-22,forward_valuation,远期估值,0.0,-0.0,-0.0042318301681676385
000985.CSI,中证全指,2023-02-23,forward_valuation,远期估值,0.0,-0.0,-0.0019543527348693246
000985.CSI,中证全指,2023-02-24,forward_valuation,远期估值,0.0,-0.0,-0.006560953721097884
000985.CSI,中证全指,2023-02-27,forward_valuation,远期估值,0.0,-0.0,-0.0056793184731653845
000985.CSI,中证全指,2023-02-28,forward_valuation,远期估值,0.0,0.0,0.007617777627370925
000985.CSI,中证全指,2023-03-01,forward_valuation,远期估值,0.0,0.0,0.010689169533947052
000985.CSI,中证全指,2023-03-02,forward_valuation,远期估值,0.0,-0.0,-0.0030441112079807597
000985.CSI,中证全指,2023-03-03,forward_valuation,远期估值,0.0,0.0,0.001470894324237193
000985.CSI,中证全指,2023-03-06,forward_valuation,远期估值,0.0,-0.0,-0.001382717340923656
000985.CSI,中证全指,2023-03-07,forward_valuation,远期估值,0.0,-0.0,-0.01717567840425105
000985.CSI,中证全指,2023-03-08,forward_valuation,远期估值,0.0,0.0,0.0010550676794995884
000985.CSI,中证全指,2023-03-09,forward_valuation,远期估值,0.0,-0.0,-0.0019341351738638712
000985.CSI,中证全指,2023-03-10,forward_valuation,远期估值,0.0,-0.0,-0.013462805567196923
000985.CSI,中证全指,2023-03-13,forward_valuation,远期估值,0.0,0.0,0.007512727613824488
000985.CSI,中证全指,2023-03-14,forward_valuation,远期估值,0.0,-0.0,-0.008194290331348775
000985.CSI,中证全指,2023-03-15,forward_valuation,远期估值,0.0,0.0,0.0035252702822785587
000985.CSI,中证全指,2023-03-16,forward_valuation,远期估值,0.0,-0.0,-0.013914947584892534
000985.CSI,中证全指,2023-03-17,forward_valuation,远期估值,0.0,0.0,0.006068252709461763
000985.CSI,中证全指,2023-03-20,forward_valuation,远期估值,0.0,-0.0,-0.0038769623127136166
000985.CSI,中证全指,2023-03-21,forward_valuation,远期估值,0.0,0.0,0.012397799668677933
000985.CSI,中证全指,2023-03-22,forward_valuation,远期估值,0.0,0.0,0.004852240759497084
000985.CSI,中证全指,2023-03-23,forward_valuation,远期估值,0.0,0.0,0.006277238734850199
000985.CSI,中证全指,2023-03-24,forward_valuation,远期估值,0.0,-0.0,-0.0010540743955109733
000985.CSI,中证全指,2023-03-27,forward_valuation,远期估值,0.0,-0.0,-0.0009327046795502003
000985.CSI,中证全指,2023-03-28,forward_valuation,远期估值,0.0,-0.0,-0.005655491479853225
000985.CSI,中证全指,2023-03-29,forward_valuation,远期估值,0.0,-0.0,-0.001031166503800196
000985.CSI,中证全指,2023-03-30,forward_valuation,远期估值,0.0,0.0,0.0037412570667552103
000985.CSI,中证全指,2023-03-31,forward_valuation,远期估值,0.0,0.0,0.006625462157057838
000985.CSI,中证全指,2023-04-03,forward_valuation,远期估值,0.0,0.0,0.010830906266542595
000985.CSI,中证全指,2023-04-04,forward_valuation,远期估值,0.0,-0.0,-0.0007249586336064429
000985.CSI,中证全指,2023-04-06,forward_valuation,远期估值,0.0,-0.0,-0.00028917534784556054
000985.CSI,中证全指,2023-04-07,forward_valuation,远期估值,0.0,0.0,0.007616951845667019
000985.CSI,中证全指,2023-04-10,forward_valuation,远期估值,0.0,-0.0,-0.008028264455622547
000985.CSI,中证全指,2023-04-11,forward_valuation,远期估值,0.0,0.0,0.0006651552064937949
000985.CSI,中证全指,2023-04-12,forward_valuation,远期估值,0.0,0.0,0.0029035072731882217
000985.CSI,中证全指,2023-04-13,forward_valuation,远期估值,0.0,-0.0,-0.006596055597121286
000985.CSI,中证全指,2023-04-14,forward_valuation,远期估值,0.0,0.0,0.005106011932438426
000985.CSI,中证全指,2023-04-17,forward_valuation,远期估值,0.0,0.0,0.007093707178901232
000985.CSI,中证全指,2023-04-18,forward_valuation,远期估值,0.0,-0.0,-0.00019279366534652453
000985.CSI,中证全指,2023-04-19,forward_valuation,远期估值,0.0,-0.0,-0.006410909441651458
000985.CSI,中证全指,2023-04-20,forward_valuation,远期估值,0.0,-0.0,-0.002078457191475591
000985.CSI,中证全指,2023-04-21,forward_valuation,远期估值,0.0,-0.0,-0.023398036657348964
000985.CSI,中证全指,2023-04-24,forward_valuation,远期估值,0.0,-0.0,-0.008889492904783913
000985.CSI,中证全指,2023-04-25,forward_valuation,远期估值,0.0,-0.0,-0.011487358966709271
000985.CSI,中证全指,2023-04-26,forward_valuation,远期估值,0.0,0.0,0.002657472297750596
000985.CSI,中证全指,2023-04-27,forward_valuation,远期估值,1.0,0.0034880060424049564,0.0034880060424049564
000985.CSI,中证全指,2023-04-28,forward_valuation,远期估值,1.0,0.01348913546575492,0.01348913546575492
000985.CSI,中证全指,2023-05-04,forward_valuation,远期估值,1.0,0.00234422017485314,0.00234422017485314
000985.CSI,中证全指,2023-05-05,forward_valuation,远期估值,1.0,-0.0067739229244210275,-0.0067739229244210275
000985.CSI,中证全指,2023-05-08,forward_valuation,远期估值,1.0,0.009065277043728948,0.009065277043728948
000985.CSI,中证全指,2023-05-09,forward_valuation,远期估值,1.0,-0.011218359722920068,-0.011218359722920068
000985.CSI,中证全指,2023-05-10,forward_valuation,远期估值,1.0,-0.002753153018163923,-0.002753153018163923
000985.CSI,中证全指,2023-05-11,forward_valuation,远期估值,1.0,-0.00025120710781012523,-0.00025120710781012523
000985.CSI,中证全指,2023-05-12,forward_valuation,远期估值,1.0,-0.012443986878599489,-0.012443986878599489
000985.CSI,中证全指,2023-05-15,forward_valuation,远期估值,1.0,0.012167477877540911,0.012167477877540911
000985.CSI,中证全指,2023-05-16,forward_valuation,远期估值,1.0,-0.007099346349013769,-0.007099346349013769
000985.CSI,中证全指,2023-05-17,forward_valuation,远期估值,1.0,0.0007442401731383441,0.0007442401731383441
000985.CSI,中证全指,2023-05-18,forward_valuation,远期估值,1.0,0.0015254058208544752,0.0015254058208544752
000985.CSI,中证全指,2023-05-19,forward_valuation,远期估值,1.0,-0.0014984295305882078,-0.0014984295305882078
000985.CSI,中证全指,2023-05-22,forward_valuation,远期估值,1.0,0.0035572670679009377,0.0035572670679009377
000985.CSI,中证全指,2023-05-23,forward_valuation,远期估值,1.0,-0.012265456220720283,-0.012265456220720283
000985.CSI,中证全指,2023-05-24,forward_valuation,远期估值,1.0,-0.008273360689137199,-0.008273360689137199
000985.CSI,中证全指,2023-05-25,forward_valuation,远期估值,1.0,-0.0019883853107623972,-0.0019883853107623972
000985.CSI,中证全指,2023-05-26,forward_valuation,远期估值,1.0,0.0037158509682837515,0.0037158509682837515
000985.CSI,中证全指,2023-05-29,forward_valuation,远期估值,1.0,-0.003513946604856044,-0.003513946604856044
000985.CSI,中证全指,2023-05-30,forward_valuation,远期估值,1.0,0.003381630917683065,0.003381630917683065
000985.CSI,中证全指,2023-05-31,forward_valuation,远期估值,1.0,-0.005461765811275776,-0.005461765811275776
000985.CSI,中证全指,2023-06-01,forward_valuation,远期估值,1.0,0.002122499592298377,0.002122499592298377
000985.CSI,中证全指,2023-06-02,forward_valuation,远期估值,1.0,0.010888962772379163,0.010888962772379163
000985.CSI,中证全指,2023-06-05,forward_valuation,远期估值,1.0,-0.001166445408206318,-0.001166445408206318
000985.CSI,中证全指,2023-06-06,forward_valuation,远期估值,1.0,-0.014885246596159196,-0.014885246596159196
000985.CSI,中证全指,2023-06-07,forward_valuation,远期估值,1.0,-0.0009534842179411696,-0.0009534842179411696
000985.CSI,中证全指,2023-06-08,forward_valuation,远期估值,1.0,0.0009330167550087864,0.0009330167550087864
000985.CSI,中证全指,2023-06-09,forward_valuation,远期估值,1.0,0.005784183288247036,0.005784183288247036
000985.CSI,中证全指,2023-06-12,forward_valuation,远期估值,1.0,0.003699003677748447,0.003699003677748447
000985.CSI,中证全指,2023-06-13,forward_valuation,远期估值,1.0,0.004426631651671231,0.004426631651671231
000985.CSI,中证全指,2023-06-14,forward_valuation,远期估值,1.0,0.0008639410936925884,0.0008639410936925884
000985.CSI,中证全指,2023-06-15,forward_valuation,远期估值,1.0,0.010514837034870439,0.010514837034870439
000985.CSI,中证全指,2023-06-16,forward_valuation,远期估值,1.0,0.008891747780573,0.008891747780573
000985.CSI,中证全指,2023-06-19,forward_valuation,远期估值,1.0,-0.003139976197685579,-0.003139976197685579
000985.CSI,中证全指,2023-06-20,forward_valuation,远期估值,1.0,-0.0017118151264713388,-0.0017118151264713388
000985.CSI,中证全指,2023-06-21,forward_valuation,远期估值,1.0,-0.017888668288724485,-0.017888668288724485
000985.CSI,中证全指,2023-06-26,forward_valuation,远期估值,1.0,-0.016947703506801526,-0.016947703506801526
000985.CSI,中证全指,2023-06-27,forward_valuation,远期估值,1.0,0.012062084578824406,0.012062084578824406
000985.CSI,中证全指,2023-06-28,forward_valuation,远期估值,1.0,-0.002628822622654181,-0.002628822622654181
000985.CSI,中证全指,2023-06-29,forward_valuation,远期估值,1.0,0.0006342059117352417,0.0006342059117352417
000985.CSI,中证全指,2023-06-30,forward_valuation,远期估值,1.0,0.008552109419950327,0.008552109419950327
000985.CSI,中证全指,2023-07-03,forward_valuation,远期估值,1.0,0.00838547371954168,0.00838547371954168
000985.CSI,中证全指,2023-07-04,forward_valuation,远期估值,1.0,0.0028656840653769056,0.0028656840653769056
000985.CSI,中证全指,2023-07-05,forward_valuation,远期估值,1.0,-0.007473739027941684,-0.007473739027941684
000985.CSI,中证全指,2023-07-06,forward_valuation,远期估值,1.0,-0.004300570474425003,-0.004300570474425003
000985.CSI,中证全指,2023-07-07,forward_valuation,远期估值,1.0,-0.005314002251811112,-0.005314002251811112
000985.CSI,中证全指,2023-07-10,forward_valuation,远期估值,1.0,0.0029370114213544962,0.0029370114213544962
000985.CSI,中证全指,2023-07-11,forward_valuation,远期估值,1.0,0.007053203305670719,0.007053203305670719
000985.CSI,中证全指,2023-07-12,forward_valuation,远期估值,1.0,-0.0100631535716319,-0.0100631535716319
000985.CSI,中证全指,2023-07-13,forward_valuation,远期估值,1.0,0.012628688064138194,0.012628688064138194
000985.CSI,中证全指,2023-07-14,forward_valuation,远期估值,1.0,-0.000345154512507273,-0.000345154512507273
000985.CSI,中证全指,2023-07-17,forward_valuation,远期估值,1.0,-0.00549384566988198,-0.00549384566988198
000985.CSI,中证全指,2023-07-18,forward_valuation,远期估值,1.0,-0.002325905301357678,-0.002325905301357678
000985.CSI,中证全指,2023-07-19,forward_valuation,远期估值,1.0,-0.001499741289938239,-0.001499741289938239
000985.CSI,中证全指,2023-07-20,forward_valuation,远期估值,1.0,-0.009782416178704234,-0.009782416178704234
000985.CSI,中证全指,2023-07-21,forward_valuation,远期估值,1.0,-0.0011219942625089185,-0.0011219942625089185
000985.CSI,中证全指,2023-07-24,forward_valuation,远期估值,1.0,-0.0024417914721478473,-0.0024417914721478473
000985.CSI,中证全指,2023-07-25,forward_valuation,远期估值,1.0,0.022153706901830716,0.022153706901830716
000985.CSI,中证全指,2023-07-26,forward_valuation,远期估值,1.0,-0.0037214008785901864,-0.0037214008785901864
000985.CSI,中证全指,2023-07-27,forward_valuation,远期估值,1.0,-0.0042030538596128375,-0.0042030538596128375
000985.CSI,中证全指,2023-07-28,forward_valuation,远期估值,1.0,0.015977660913222946,0.015977660913222946
000985.CSI,中证全指,2023-07-31,forward_valuation,远期估值,1.0,0.007193819919778521,0.007193819919778521
000985.CSI,中证全指,2023-08-01,forward_valuation,远期估值,1.0,-0.002331840514270267,-0.002331840514270267
000985.CSI,中证全指,2023-08-02,forward_valuation,远期估值,1.0,-0.0044605517172501274,-0.0044605517172501274
000985.CSI,中证全指,2023-08-03,forward_valuation,远期估值,1.0,0.004532523596177507,0.004532523596177507
000985.CSI,中证全指,2023-08-04,forward_valuation,远期估值,1.0,0.00377413165448659,0.00377413165448659
000985.CSI,中证全指,2023-08-07,forward_valuation,远期估值,1.0,-0.0065389090332521604,-0.0065389090332521604
000985.CSI,中证全指,2023-08-08,forward_valuation,远期估值,1.0,-0.003370652409373287,-0.003370652409373287
000985.CSI,中证全指,2023-08-09,forward_valuation,远期估值,1.0,-0.0058534657433635395,-0.0058534657433635395
000985.CSI,中证全指,2023-08-10,forward_valuation,远期估值,1.0,0.001925631542086803,0.001925631542086803
000985.CSI,中证全指,2023-08-11,forward_valuation,远期估值,1.0,-0.020462339115217443,-0.020462339115217443
000985.CSI,中证全指,2023-08-14,forward_valuation,远期估值,1.0,-0.001993817882934512,-0.001993817882934512
000985.CSI,中证全指,2023-08-15,forward_valuation,远期估值,1.0,-0.0050209905368434615,-0.0050209905368434615
000985.CSI,中证全指,2023-08-16,forward_valuation,远期估值,1.0,-0.008846121494668124,-0.008846121494668124
000985.CSI,中证全指,2023-08-17,forward_valuation,远期估值,1.0,0.006939162022776113,0.006939162022776113
000985.CSI,中证全指,2023-08-18,forward_valuation,远期估值,1.0,-0.01511982581342941,-0.01511982581342941
000985.CSI,中证全指,2023-08-21,forward_valuation,远期估值,1.0,-0.011449228415529422,-0.011449228415529422
000985.CSI,中证全指,2023-08-22,forward_valuation,远期估值,1.0,0.006767792449958732,0.006767792449958732
000985.CSI,中证全指,2023-08-23,forward_valuation,远期估值,1.0,-0.017575566125823894,-0.017575566125823894
000985.CSI,中证全指,2023-08-24,forward_valuation,远期估值,0.0,0.0,0.00455314618448921
000985.CSI,中证全指,2023-08-25,forward_valuation,远期估值,0.0,-0.0,-0.01093512632094551
000985.CSI,中证全指,2023-08-28,forward_valuation,远期估值,0.0,0.0,0.010557829381153683
000985.CSI,中证全指,2023-08-29,forward_valuation,远期估值,0.0,0.0,0.02006485350871179
000985.CSI,中证全指,2023-08-30,forward_valuation,远期估值,0.0,0.0,0.0022092122909544987
000985.CSI,中证全指,2023-08-31,forward_valuation,远期估值,0.0,-0.0,-0.006034195675932774
000985.CSI,中证全指,2023-09-01,forward_valuation,远期估值,0.0,0.0,0.0038483950363412678
000985.CSI,中证全指,2023-09-04,forward_valuation,远期估值,0.0,0.0,0.014835493301771363
000985.CSI,中证全指,2023-09-05,forward_valuation,远期估值,0.0,-0.0,-0.006453971869976316
000985.CSI,中证全指,2023-09-06,forward_valuation,远期估值,0.0,0.0,0.0007740494866419478
000985.CSI,中证全指,2023-09-07,forward_valuation,远期估值,0.0,-0.0,-0.015320605349593674
000985.CSI,中证全指,2023-09-08,forward_valuation,远期估值,0.0,-0.0,-0.0011930332471729033
000985.CSI,中证全指,2023-09-11,forward_valuation,远期估值,0.0,0.0,0.009487950373920473
000985.CSI,中证全指,2023-09-12,forward_valuation,远期估值,0.0,-0.0,-0.001160652126543149
000985.CSI,中证全指,2023-09-13,forward_valuation,远期估值,0.0,-0.0,-0.008974899798257496
000985.CSI,中证全指,2023-09-14,forward_valuation,远期估值,0.0,-0.0,-0.0031114736356222528
000985.CSI,中证全指,2023-09-15,forward_valuation,远期估值,0.0,-0.0,-0.0025288015457872737
000985.CSI,中证全指,2023-09-18,forward_valuation,远期估值,0.0,0.0,0.004225476844480491
000985.CSI,中证全指,2023-09-19,forward_valuation,远期估值,0.0,-0.0,-0.005335913260901659
000985.CSI,中证全指,2023-09-20,forward_valuation,远期估值,0.0,-0.0,-0.00581495950145694
000985.CSI,中证全指,2023-09-21,forward_valuation,远期估值,0.0,-0.0,-0.007749285161445019
000985.CSI,中证全指,2023-09-22,forward_valuation,远期估值,0.0,0.0,0.0180845928898552
000985.CSI,中证全指,2023-09-25,forward_valuation,远期估值,0.0,-0.0,-0.0053290222232719175
000985.CSI,中证全指,2023-09-26,forward_valuation,远期估值,0.0,-0.0,-0.004881269998214033
000985.CSI,中证全指,2023-09-27,forward_valuation,远期估值,0.0,0.0,0.003566430472373483
000985.CSI,中证全指,2023-09-28,forward_valuation,远期估值,0.0,0.0,0.002696560524943603
000985.CSI,中证全指,2023-10-09,forward_valuation,远期估值,0.0,-0.0,-0.002562334428265922
000985.CSI,中证全指,2023-10-10,forward_valuation,远期估值,0.0,-0.0,-0.004838109383410449
000985.CSI,中证全指,2023-10-11,forward_valuation,远期估值,0.0,0.0,0.002287069540046094
000985.CSI,中证全指,2023-10-12,forward_valuation,远期估值,0.0,0.0,0.008083307541782991
000985.CSI,中证全指,2023-10-13,forward_valuation,远期估值,0.0,-0.0,-0.007506875894688458
000985.CSI,中证全指,2023-10-16,forward_valuation,远期估值,0.0,-0.0,-0.008703775195237351
000985.CSI,中证全指,2023-10-17,forward_valuation,远期估值,0.0,0.0,0.0013508061394726933
000985.CSI,中证全指,2023-10-18,forward_valuation,远期估值,0.0,-0.0,-0.011902519782308829
000985.CSI,中证全指,2023-10-19,forward_valuation,远期估值,0.0,-0.0,-0.01595260818736366
000985.CSI,中证全指,2023-10-20,forward_valuation,远期估值,1.0,-0.008385727047512614,-0.008385727047512614
000985.CSI,中证全指,2023-10-23,forward_valuation,远期估值,1.0,-0.017163653764556197,-0.017163653764556197
000985.CSI,中证全指,2023-10-24,forward_valuation,远期估值,1.0,0.010721872074560101,0.010721872074560101
000985.CSI,中证全指,2023-10-25,forward_valuation,远期估值,1.0,0.008231261319681993,0.008231261319681993
000985.CSI,中证全指,2023-10-26,forward_valuation,远期估值,1.0,0.0037599319454471036,0.0037599319454471036
000985.CSI,中证全指,2023-10-27,forward_valuation,远期估值,1.0,0.014459408606328994,0.014459408606328994
000985.CSI,中证全指,2023-10-30,forward_valuation,远期估值,1.0,0.009691143599576346,0.009691143599576346
000985.CSI,中证全指,2023-10-31,forward_valuation,远期估值,1.0,-0.004073439162374237,-0.004073439162374237
000985.CSI,中证全指,2023-11-01,forward_valuation,远期估值,1.0,-0.00047557704884160223,-0.00047557704884160223
000985.CSI,中证全指,2023-11-02,forward_valuation,远期估值,1.0,-0.007796633506973238,-0.007796633506973238
000985.CSI,中证全指,2023-11-03,forward_valuation,远期估值,1.0,0.010240535061212475,0.010240535061212475
000985.CSI,中证全指,2023-11-06,forward_valuation,远期估值,1.0,0.017096612370832487,0.017096612370832487
000985.CSI,中证全指,2023-11-07,forward_valuation,远期估值,1.0,0.0005665280919451288,0.0005665280919451288
000985.CSI,中证全指,2023-11-08,forward_valuation,远期估值,1.0,0.00014112824965062387,0.00014112824965062387
000985.CSI,中证全指,2023-11-09,forward_valuation,远期估值,1.0,-0.002983929808713426,-0.002983929808713426
000985.CSI,中证全指,2023-11-10,forward_valuation,远期估值,1.0,-0.004931592791673989,-0.004931592791673989
000985.CSI,中证全指,2023-11-13,forward_valuation,远期估值,1.0,0.0037987809854465038,0.0037987809854465038
000985.CSI,中证全指,2023-11-14,forward_valuation,远期估值,1.0,0.0035000140014516123,0.0035000140014516123
000985.CSI,中证全指,2023-11-15,forward_valuation,远期估值,1.0,0.0060949031827444156,0.0060949031827444156
000985.CSI,中证全指,2023-11-16,forward_valuation,远期估值,1.0,-0.00895736222481891,-0.00895736222481891
000985.CSI,中证全指,2023-11-17,forward_valuation,远期估值,1.0,0.0032134990894459037,0.0032134990894459037
